,SEM_PRI,0,1,2,3,4,CASES
474,201605,55.0,0.0,0.0,0.0,0.0,55.0
475,201606,94.0,0.0,0.0,0.0,0.0,94.0
476,201607,118.0,3.0,0.0,0.0,0.0,121.0
477,201608,100.0,4.0,0.0,0.0,0.0,104.0
478,201609,135.0,0.0,0.0,0.0,0.0,135.0
479,201610,124.0,1.0,0.0,0.0,0.0,125.0
480,201611,123.0,2.0,0.0,0.0,0.0,125.0
481,201612,171.0,4.0,0.0,0.0,0.0,175.0
482,201613,306.0,2.0,0.0,0.0,0.0,308.0
483,201614,368.0,1.0,0.0,0.0,0.0,369.0
484,201615,275.0,3.0,0.0,0.0,0.0,278.0
485,201616,221.0,0.0,0.0,0.0,0.0,221.0
486,201617,184.0,0.0,0.0,0.0,0.0,184.0
487,201618,149.0,0.0,0.0,0.0,0.0,149.0
488,201619,115.0,1.0,0.0,0.0,0.0,116.0
489,201620,74.0,0.0,0.0,0.0,0.0,74.0
490,201621,70.0,0.0,0.0,0.0,0.0,70.0
491,201622,82.0,0.0,0.0,0.0,0.0,82.0
492,201623,89.0,0.0,0.0,0.0,0.0,89.0
493,201624,49.0,0.0,0.0,0.0,0.0,49.0
494,201625,71.0,2.0,0.0,0.0,0.0,73.0
495,201626,93.0,0.0,0.0,0.0,0.0,93.0
496,201627,87.0,0.0,0.0,0.0,0.0,87.0
497,201628,74.0,0.0,0.0,0.0,0.0,74.0
498,201629,68.0,0.0,0.0,0.0,1.0,69.0
499,201630,62.0,0.0,0.0,0.0,2.0,64.0
500,201631,49.0,0.0,0.0,0.0,1.0,50.0
501,201632,32.0,0.0,0.0,0.0,0.0,32.0
502,201633,43.0,0.0,0.0,0.0,0.0,43.0
503,201634,30.0,0.0,0.0,0.0,0.0,30.0
504,201635,34.0,0.0,0.0,0.0,2.0,36.0
505,201636,27.0,0.0,0.0,0.0,0.0,27.0
506,201637,31.0,0.0,0.0,0.0,0.0,31.0
507,201638,27.0,0.0,0.0,0.0,1.0,28.0
508,201639,16.0,0.0,0.0,0.0,0.0,16.0
509,201640,19.0,0.0,0.0,0.0,0.0,19.0
510,201641,19.0,0.0,0.0,0.0,0.0,19.0
511,201642,25.0,0.0,0.0,0.0,0.0,25.0
512,201643,32.0,0.0,0.0,0.0,0.0,32.0
513,201644,23.0,0.0,0.0,0.0,0.0,23.0
514,201645,31.0,0.0,0.0,0.0,0.0,31.0
515,201646,45.0,0.0,0.0,0.0,1.0,46.0
516,201647,52.0,0.0,0.0,0.0,2.0,54.0
517,201648,54.0,0.0,0.0,0.0,1.0,55.0
518,201649,70.0,0.0,0.0,0.0,4.0,74.0
519,201650,65.0,0.0,0.0,0.0,3.0,68.0
520,201651,93.0,0.0,0.0,0.0,0.0,93.0
521,201652,78.0,0.0,0.0,0.0,1.0,79.0
522,201701,134.0,0.0,0.0,0.0,7.0,141.0
523,201702,165.0,0.0,2.0,0.0,6.0,173.0
524,201703,158.0,0.0,0.0,0.0,4.0,162.0
525,201704,187.0,0.0,1.0,0.0,7.0,195.0
526,201705,170.0,0.0,0.0,0.0,0.0,170.0
527,201706,166.0,0.0,0.0,0.0,1.0,167.0
528,201707,172.0,0.0,1.0,0.0,0.0,173.0
529,201708,90.0,0.0,0.0,0.0,0.0,90.0
530,201709,100.0,0.0,0.0,0.0,0.0,100.0
531,201710,92.0,0.0,0.0,0.0,0.0,92.0
532,201711,119.0,0.0,0.0,0.0,0.0,119.0
533,201712,96.0,0.0,0.0,0.0,0.0,96.0
534,201713,91.0,0.0,0.0,0.0,0.0,91.0
535,201714,91.0,0.0,0.0,0.0,1.0,92.0
536,201715,75.0,0.0,0.0,0.0,0.0,75.0
537,201716,71.0,0.0,0.0,0.0,0.0,71.0
538,201717,75.0,0.0,0.0,0.0,1.0,76.0
539,201718,71.0,0.0,0.0,0.0,0.0,71.0
540,201719,74.0,0.0,0.0,0.0,0.0,74.0
541,201720,41.0,0.0,0.0,0.0,0.0,41.0
542,201721,31.0,0.0,0.0,0.0,0.0,31.0
543,201722,43.0,0.0,0.0,0.0,0.0,43.0
544,201723,38.0,0.0,0.0,0.0,0.0,38.0
545,201724,24.0,0.0,0.0,0.0,0.0,24.0
546,201725,21.0,0.0,0.0,0.0,0.0,21.0
547,201726,16.0,0.0,0.0,0.0,0.0,16.0
548,201727,26.0,0.0,0.0,0.0,0.0,26.0
549,201728,25.0,0.0,0.0,0.0,0.0,25.0
550,201729,27.0,0.0,0.0,0.0,0.0,27.0
551,201730,22.0,0.0,0.0,0.0,1.0,23.0
552,201731,28.0,0.0,0.0,0.0,0.0,28.0
553,201732,20.0,0.0,0.0,0.0,0.0,20.0
554,201733,22.0,0.0,0.0,0.0,0.0,22.0
555,201734,29.0,0.0,0.0,0.0,0.0,29.0
556,201735,23.0,0.0,0.0,0.0,0.0,23.0
557,201736,23.0,0.0,0.0,0.0,0.0,23.0
558,201737,24.0,0.0,0.0,0.0,0.0,24.0
559,201738,39.0,0.0,0.0,0.0,0.0,39.0
560,201739,22.0,0.0,0.0,0.0,0.0,22.0
561,201740,44.0,0.0,0.0,0.0,0.0,44.0
562,201741,42.0,0.0,0.0,0.0,0.0,42.0
563,201742,47.0,0.0,0.0,0.0,0.0,47.0
564,201743,40.0,0.0,0.0,0.0,0.0,40.0
565,201744,25.0,0.0,0.0,0.0,0.0,25.0
566,201745,36.0,0.0,0.0,0.0,0.0,36.0
567,201746,36.0,0.0,0.0,0.0,0.0,36.0
568,201747,38.0,0.0,0.0,0.0,0.0,38.0
569,201748,27.0,0.0,0.0,0.0,0.0,27.0
570,201749,47.0,0.0,0.0,0.0,0.0,47.0
571,201750,47.0,0.0,0.0,0.0,0.0,47.0
572,201751,36.0,0.0,0.0,0.0,0.0,36.0
573,201752,42.0,0.0,0.0,0.0,0.0,42.0
574,201801,63.0,0.0,0.0,0.0,0.0,63.0
575,201802,75.0,0.0,0.0,0.0,0.0,75.0
576,201803,95.0,0.0,0.0,0.0,0.0,95.0
577,201804,73.0,0.0,0.0,0.0,0.0,73.0
578,201805,85.0,0.0,0.0,0.0,0.0,85.0
579,201806,57.0,0.0,0.0,0.0,0.0,57.0
580,201807,57.0,0.0,0.0,0.0,1.0,58.0
581,201808,85.0,1.0,0.0,0.0,0.0,86.0
582,201809,85.0,0.0,0.0,0.0,1.0,86.0
583,201810,140.0,0.0,0.0,0.0,0.0,140.0
584,201811,131.0,0.0,0.0,0.0,0.0,131.0
585,201812,150.0,0.0,0.0,0.0,0.0,150.0
586,201813,184.0,0.0,0.0,0.0,0.0,184.0
587,201814,224.0,0.0,1.0,0.0,0.0,225.0
588,201815,215.0,0.0,0.0,0.0,0.0,215.0
589,201816,196.0,1.0,0.0,0.0,0.0,197.0
590,201817,196.0,0.0,0.0,0.0,0.0,196.0
591,201818,227.0,0.0,0.0,0.0,0.0,227.0
592,201819,237.0,0.0,0.0,0.0,1.0,238.0
593,201820,227.0,0.0,0.0,0.0,0.0,227.0
594,201821,134.0,0.0,0.0,0.0,0.0,134.0
595,201822,140.0,0.0,0.0,0.0,0.0,140.0
596,201823,132.0,0.0,0.0,0.0,0.0,132.0
597,201824,127.0,0.0,0.0,0.0,0.0,127.0
598,201825,108.0,0.0,0.0,0.0,0.0,108.0
599,201826,127.0,0.0,0.0,0.0,0.0,127.0
600,201827,154.0,0.0,0.0,0.0,0.0,154.0
601,201828,104.0,0.0,0.0,0.0,0.0,104.0
602,201829,101.0,0.0,0.0,0.0,0.0,101.0
603,201830,87.0,0.0,0.0,0.0,0.0,87.0
604,201831,55.0,0.0,0.0,0.0,0.0,55.0
605,201832,79.0,0.0,0.0,0.0,0.0,79.0
606,201833,51.0,0.0,0.0,0.0,0.0,51.0
607,201834,44.0,0.0,0.0,0.0,0.0,44.0
608,201835,40.0,0.0,0.0,0.0,0.0,40.0
609,201836,37.0,0.0,0.0,0.0,0.0,37.0
610,201837,37.0,0.0,0.0,0.0,0.0,37.0
611,201838,43.0,0.0,0.0,0.0,0.0,43.0
612,201839,30.0,0.0,0.0,0.0,0.0,30.0
613,201840,50.0,0.0,0.0,0.0,0.0,50.0
614,201841,31.0,0.0,0.0,0.0,0.0,31.0
615,201842,47.0,0.0,0.0,0.0,0.0,47.0
616,201843,48.0,0.0,0.0,0.0,0.0,48.0
617,201844,38.0,0.0,0.0,0.0,0.0,38.0
618,201845,54.0,0.0,0.0,0.0,0.0,54.0
619,201846,50.0,0.0,0.0,0.0,0.0,50.0
620,201847,45.0,0.0,0.0,0.0,0.0,45.0
621,201848,74.0,0.0,0.0,0.0,0.0,74.0
622,201849,94.0,0.0,0.0,0.0,0.0,94.0
623,201850,97.0,0.0,0.0,0.0,0.0,97.0
624,201851,83.0,0.0,0.0,0.0,0.0,83.0
625,201852,109.0,0.0,0.0,0.0,0.0,109.0
626,201901,150.0,0.0,0.0,0.0,0.0,150.0
627,201902,127.0,0.0,0.0,0.0,0.0,127.0
628,201903,151.0,0.0,0.0,0.0,0.0,151.0
629,201904,144.0,0.0,0.0,0.0,0.0,144.0
630,201905,124.0,0.0,0.0,0.0,0.0,124.0
631,201906,114.0,0.0,0.0,0.0,0.0,114.0
632,201907,129.0,0.0,0.0,0.0,0.0,129.0
633,201908,126.0,0.0,0.0,0.0,0.0,126.0
634,201909,103.0,0.0,0.0,0.0,0.0,103.0
635,201910,156.0,0.0,0.0,0.0,0.0,156.0
636,201911,277.0,0.0,0.0,0.0,0.0,277.0
637,201912,369.0,0.0,4.0,0.0,0.0,373.0
638,201913,537.0,0.0,0.0,0.0,0.0,537.0
639,201914,782.0,0.0,0.0,0.0,0.0,782.0
640,201915,887.0,0.0,0.0,0.0,0.0,887.0
641,201916,922.0,0.0,0.0,0.0,0.0,922.0
642,201917,1074.0,0.0,0.0,0.0,0.0,1074.0
643,201918,1195.0,0.0,0.0,0.0,0.0,1195.0
644,201919,1371.0,0.0,0.0,0.0,0.0,1371.0
645,201920,1176.0,0.0,0.0,0.0,0.0,1176.0
646,201921,1129.0,0.0,0.0,0.0,0.0,1129.0
647,201922,896.0,0.0,0.0,0.0,0.0,896.0
648,201923,715.0,0.0,0.0,0.0,0.0,715.0
649,201924,544.0,0.0,0.0,0.0,0.0,544.0
650,201925,404.0,0.0,0.0,0.0,0.0,404.0
651,201926,364.0,0.0,0.0,0.0,0.0,364.0
652,201927,342.0,0.0,0.0,0.0,0.0,342.0
653,201928,203.0,0.0,0.0,0.0,0.0,203.0
654,201929,158.0,0.0,0.0,0.0,0.0,158.0
655,201930,105.0,0.0,0.0,0.0,0.0,105.0
656,201931,116.0,0.0,0.0,0.0,0.0,116.0
657,201932,100.0,0.0,0.0,0.0,0.0,100.0
658,201933,90.0,0.0,0.0,0.0,0.0,90.0
659,201934,50.0,0.0,0.0,0.0,0.0,50.0
660,201935,49.0,0.0,0.0,0.0,0.0,49.0
661,201936,40.0,0.0,0.0,0.0,0.0,40.0
662,201937,45.0,0.0,0.0,0.0,0.0,45.0
663,201938,53.0,0.0,0.0,0.0,0.0,53.0
664,201939,33.0,0.0,0.0,0.0,0.0,33.0
665,201940,56.0,0.0,0.0,0.0,0.0,56.0
666,201941,50.0,0.0,0.0,0.0,0.0,50.0
667,201942,51.0,0.0,0.0,0.0,0.0,51.0
668,201943,49.0,0.0,0.0,0.0,0.0,49.0
669,201944,29.0,0.0,0.0,0.0,0.0,29.0
670,201945,50.0,0.0,0.0,0.0,0.0,50.0
671,201946,39.0,0.0,0.0,0.0,0.0,39.0
672,201947,37.0,0.0,0.0,0.0,0.0,37.0
673,201948,43.0,0.0,0.0,0.0,0.0,43.0
674,201949,35.0,0.0,0.0,0.0,0.0,35.0
675,201950,50.0,0.0,0.0,0.0,0.0,50.0
676,201951,44.0,0.0,0.0,0.0,0.0,44.0
677,201952,41.0,0.0,0.0,0.0,0.0,41.0
678,202001,58.0,0.0,0.0,0.0,0.0,58.0
679,202002,72.0,0.0,0.0,0.0,0.0,72.0
680,202003,64.0,0.0,1.0,0.0,0.0,65.0
681,202004,50.0,0.0,0.0,0.0,0.0,50.0
682,202005,54.0,0.0,1.0,0.0,0.0,55.0
683,202006,41.0,0.0,0.0,0.0,0.0,41.0
684,202007,51.0,0.0,0.0,0.0,0.0,51.0
685,202008,44.0,0.0,0.0,0.0,0.0,44.0
686,202009,38.0,0.0,1.0,0.0,0.0,39.0
687,202010,48.0,0.0,0.0,0.0,0.0,48.0
688,202011,38.0,1.0,0.0,0.0,0.0,39.0
689,202012,21.0,0.0,0.0,0.0,0.0,21.0
690,202013,28.0,0.0,0.0,0.0,0.0,28.0
691,202014,27.0,0.0,0.0,0.0,0.0,27.0
692,202015,14.0,0.0,0.0,0.0,0.0,14.0
693,202016,20.0,0.0,0.0,0.0,0.0,20.0
694,202017,17.0,0.0,0.0,0.0,0.0,17.0
695,202018,16.0,0.0,0.0,0.0,0.0,16.0
696,202019,18.0,0.0,0.0,0.0,0.0,18.0
697,202020,7.0,0.0,0.0,0.0,0.0,7.0
698,202021,6.0,0.0,0.0,0.0,0.0,6.0
699,202022,5.0,0.0,0.0,0.0,0.0,5.0
700,202023,5.0,0.0,0.0,0.0,0.0,5.0
701,202024,8.0,0.0,0.0,0.0,0.0,8.0
702,202025,7.0,0.0,0.0,0.0,0.0,7.0
703,202026,7.0,0.0,0.0,0.0,0.0,7.0
704,202027,7.0,0.0,0.0,0.0,0.0,7.0
705,202028,9.0,0.0,0.0,0.0,0.0,9.0
706,202029,9.0,0.0,0.0,0.0,0.0,9.0
707,202030,9.0,0.0,0.0,0.0,0.0,9.0
708,202031,6.0,0.0,0.0,0.0,0.0,6.0
709,202032,8.0,0.0,0.0,0.0,0.0,8.0
710,202033,8.0,0.0,0.0,0.0,0.0,8.0
711,202034,4.0,0.0,0.0,0.0,0.0,4.0
712,202035,6.0,0.0,0.0,0.0,0.0,6.0
713,202036,3.0,0.0,0.0,0.0,0.0,3.0
714,202037,4.0,0.0,0.0,0.0,0.0,4.0
715,202038,6.0,0.0,0.0,0.0,0.0,6.0
716,202039,7.0,0.0,0.0,0.0,0.0,7.0
717,202040,3.0,0.0,0.0,0.0,0.0,3.0
718,202041,8.0,0.0,0.0,0.0,0.0,8.0
719,202042,4.0,0.0,0.0,0.0,0.0,4.0
720,202043,14.0,0.0,0.0,0.0,0.0,14.0
721,202044,4.0,0.0,0.0,0.0,0.0,4.0
722,202045,5.0,0.0,0.0,0.0,0.0,5.0
723,202046,7.0,0.0,0.0,0.0,0.0,7.0
724,202047,5.0,0.0,0.0,0.0,0.0,5.0
725,202048,8.0,0.0,0.0,0.0,0.0,8.0
726,202049,9.0,0.0,0.0,0.0,0.0,9.0
727,202050,4.0,0.0,0.0,0.0,0.0,4.0
728,202051,4.0,0.0,0.0,0.0,0.0,4.0
729,202052,5.0,0.0,0.0,0.0,0.0,5.0
730,202053,3.0,0.0,0.0,0.0,0.0,3.0
731,202101,5.0,0.0,0.0,0.0,0.0,5.0
732,202102,6.0,0.0,0.0,0.0,0.0,6.0
733,202103,5.0,0.0,0.0,0.0,0.0,5.0
734,202104,20.0,0.0,0.0,0.0,0.0,20.0
735,202105,16.0,0.0,1.0,0.0,0.0,17.0
736,202106,12.0,0.0,0.0,0.0,0.0,12.0
737,202107,11.0,0.0,0.0,0.0,0.0,11.0
738,202108,21.0,0.0,0.0,0.0,0.0,21.0
739,202109,13.0,0.0,0.0,0.0,0.0,13.0
740,202110,20.0,0.0,0.0,0.0,0.0,20.0
741,202111,29.0,0.0,0.0,0.0,0.0,29.0
742,202112,25.0,0.0,3.0,0.0,0.0,28.0
743,202113,33.0,0.0,1.0,0.0,0.0,34.0
744,202114,41.0,0.0,2.0,0.0,0.0,43.0
745,202115,42.0,0.0,1.0,0.0,0.0,43.0
746,202116,18.0,0.0,3.0,0.0,0.0,21.0
747,202117,34.0,0.0,0.0,0.0,0.0,34.0
748,202118,18.0,0.0,1.0,0.0,0.0,19.0
749,202119,26.0,0.0,2.0,0.0,0.0,28.0
750,202120,42.0,0.0,3.0,0.0,0.0,45.0
751,202121,35.0,0.0,1.0,0.0,0.0,36.0
752,202122,31.0,0.0,2.0,0.0,0.0,33.0
753,202123,22.0,0.0,4.0,0.0,0.0,26.0
754,202124,19.0,0.0,4.0,0.0,0.0,23.0
755,202125,13.0,0.0,2.0,0.0,0.0,15.0
756,202126,22.0,0.0,3.0,0.0,0.0,25.0
757,202127,16.0,1.0,4.0,0.0,0.0,21.0
758,202128,13.0,1.0,1.0,0.0,0.0,15.0
759,202129,13.0,0.0,2.0,0.0,0.0,15.0
760,202130,6.0,0.0,0.0,0.0,0.0,6.0
761,202131,8.0,0.0,0.0,0.0,0.0,8.0
762,202132,4.0,0.0,3.0,0.0,0.0,7.0
763,202133,8.0,0.0,0.0,0.0,0.0,8.0
764,202134,12.0,0.0,0.0,0.0,0.0,12.0
765,202135,11.0,0.0,0.0,0.0,0.0,11.0
766,202136,8.0,0.0,0.0,0.0,0.0,8.0
767,202137,6.0,0.0,0.0,0.0,0.0,6.0
768,202138,3.0,0.0,0.0,0.0,0.0,3.0
769,202139,6.0,0.0,0.0,0.0,0.0,6.0
770,202140,4.0,0.0,0.0,0.0,0.0,4.0
771,202141,6.0,0.0,0.0,0.0,0.0,6.0
772,202142,5.0,0.0,0.0,0.0,0.0,5.0
773,202143,2.0,0.0,0.0,0.0,0.0,2.0
774,202144,4.0,0.0,0.0,0.0,0.0,4.0
775,202145,3.0,0.0,0.0,0.0,0.0,3.0
776,202146,15.0,0.0,0.0,0.0,0.0,15.0
777,202147,12.0,0.0,1.0,0.0,0.0,13.0
778,202148,17.0,0.0,0.0,0.0,0.0,17.0
779,202149,14.0,0.0,1.0,0.0,0.0,15.0
780,202150,4.0,0.0,1.0,0.0,0.0,5.0
781,202151,3.0,0.0,0.0,0.0,0.0,3.0
782,202152,1.0,0.0,0.0,0.0,0.0,1.0
